cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
15,1,1,2,2
15,1,3,2,2
15,1,6,15,15
15,1,12,5,5
15,1,14,9,9
15,1,18,1,1
15,1,20,1,1
15,1,21,7,7
15,1,23,2,2
15,1,24,1,1
15,1,27,2,2
15,1,28,1,1
15,1,30,4,4
15,1,34,1,1
15,1,36,7,7
15,1,38,2,2
15,1,41,4,4
15,1,42,2,2
15,1,44,2,2
15,1,46,10,10
15,1,51,1,1
15,1,56,1,1
15,1,59,1,1
15,1,60,1,1
15,1,63,8,8
15,1,67,2,2
15,1,70,30,30
15,1,71,1,1
15,1,75,4,4
15,1,76,1,1
15,1,77,11,11
15,1,78,2,2
15,1,105,1,1
15,1,108,14,14
15,1,109,2,2
15,1,110,2,2
15,1,111,7,7
15,1,118,4,4
15,1,122,2,2
15,1,123,2,2
15,1,124,1,1
15,1,125,1,1
15,1,129,14,14
15,1,130,2,2
15,1,132,3,3
15,1,134,28,28
15,1,136,1,1
15,1,140,4,4
15,1,141,12,12
15,1,143,3,3
15,1,148,1,1
15,1,152,1,1
15,1,154,3,3
15,1,155,3,3
15,1,161,1,1
15,1,162,7,7
15,1,164,1,1
15,1,165,2,2
15,1,175,1,1
15,1,178,1,1
15,1,180,13,13
15,1,182,1,1
15,1,183,3,3
15,1,188,3,3
15,1,189,2,2
15,1,193,18,18
15,1,194,16,16
15,1,195,4,4
15,1,196,2,2
15,1,197,8,8
15,1,198,14,14
15,1,225,1,1
15,1,226,1,1
15,1,227,1,1
15,1,228,1,1
15,1,236,1,1
15,1,237,1,1
15,1,238,2,2
15,1,239,4,4
15,1,240,5,5
15,1,247,7,7
15,1,248,12,12
15,1,249,3,3
15,1,250,5,5
15,1,251,5,5
15,1,252,1,1
15,1,256,1,1
15,1,257,7,7
15,1,258,9,9
15,1,259,2,2
15,1,261,1,1
15,1,268,1,1
15,2,2,8,8
15,2,5,2,2
15,2,8,1,1
15,2,9,1,1
15,2,10,1,1
15,2,11,1,1
15,2,13,1,1
15,2,14,1,1
15,2,15,1,1
15,2,17,3,3
15,2,18,5,5
15,2,19,1,1
15,2,20,2,2
15,2,21,1,1
15,2,22,3,3
15,2,24,13,13
15,2,25,1,1
15,2,26,3,3
15,2,27,1,1
15,2,28,1,1
15,2,30,1,1
15,2,31,1,1
15,2,33,1,1
15,2,34,2,2
15,2,35,1,1
15,2,36,7,7
15,2,39,1,1
15,2,45,6,6
15,2,46,4,4
15,2,48,1,1
15,2,50,3,3
15,2,51,5,5
15,2,52,3,3
15,2,53,1,1
15,2,54,1,1
15,2,55,1,1
15,2,56,1,1
15,2,59,5,5
15,2,60,1,1
15,2,62,1,1
15,2,63,1,1
15,2,64,4,4
15,2,65,1,1
15,2,66,2,2
15,2,67,1,1
15,2,69,4,4
15,2,71,8,8
15,2,72,1,1
15,2,73,3,3
15,2,77,1,1
15,2,78,4,4
15,2,80,3,3
15,2,81,2,2
15,2,83,1,1
15,2,84,1,1
15,2,85,1,1
15,2,86,2,2
15,2,88,1,1
15,2,90,1,1
15,2,92,1,1
15,2,93,1,1
15,2,94,1,1
15,2,96,1,1
15,2,98,3,3
15,2,99,1,1
15,2,100,1,1
15,2,101,5,5
15,2,102,1,1
15,2,103,1,1
15,2,104,1,1
15,2,105,1,1
15,2,106,4,4
15,2,107,3,3
15,2,111,1,1
15,2,112,1,1
15,2,113,2,2
15,2,115,1,1
15,2,116,3,3
15,2,119,1,1
15,2,121,12,12
15,2,123,1,1
15,2,124,18,18
15,2,125,1,1
15,2,126,1,1
15,2,127,5,5
15,2,128,1,1
15,2,129,1,1
15,2,130,1,1
15,2,132,1,1
15,2,133,2,2
15,2,134,2,2
15,2,135,3,3
15,2,136,9,9
15,2,137,1,1
15,2,138,1,1
15,2,139,11,11
15,2,141,1,1
15,2,142,1,1
15,2,144,5,5
15,2,147,4,4
