node_id,reported_vx,reported_vy,derived_vx,derived_vy,spoof_dev
0,-0.759962,-13.9493,-0.759962,-13.9494,0.000120
1,-8.012355,0.350101,-8.014946,0.350212,0.002594
2,-0.014000,-0.014000,-11.582214,-4.566930,12.431925
3,0.007000,0.014000,3.900000,12.550000,13.126566
4,0.000000,0.000000,-0.090000,8.430000,0.000100
5,-3.839998,9.189995,-3.836964,9.182735,0.007868
6,0.010000,-6.559992,0.009992,-6.554823,0.005169
7,0.000000,0.000000,-11.730000,1.190000,0.000100
8,-9.271007,-4.510490,-9.263739,-4.506954,0.008083
9,0.014000,-0.104996,6.818066,-0.299915,6.806857
10,5.287503,-15.132852,5.283378,-15.121049,0.012503
11,-13.036040,-3.229019,-13.025898,-3.226507,0.010449
12,0.610266,12.975657,0.609792,12.965588,0.010080
13,0.300151,13.046548,0.299918,13.036450,0.010101
14,9.169536,-12.719356,9.162457,-12.709537,0.012105
15,0.028000,-0.125975,13.897045,-0.249767,13.869598
16,-0.520230,-8.273661,-0.519831,-8.267306,0.006367
17,-8.794545,0.309808,-8.787808,0.309571,0.006741
18,9.852668,2.520682,9.845140,2.518757,0.007770
19,-0.266036,-0.139826,-6.916875,-7.376667,9.828811
20,-1.160524,12.345573,-1.159642,12.336191,0.009424
21,0.000000,0.000000,8.800000,-12.680000,0.000100
22,0.000000,0.000000,2.080000,8.360000,0.000100
23,-10.623841,-4.707271,-10.615831,-4.703722,0.008761
24,-0.812367,1.057227,-4.566238,7.863522,7.772850
25,10.177954,3.169363,10.170320,3.166986,0.007995
26,-5.624111,10.407607,-5.619904,10.399822,0.008849
27,0.400125,15.644884,0.399826,15.633213,0.011675
28,0.000000,0.000000,-10.850000,2.750000,0.000100
29,9.582855,-0.370110,9.575745,-0.369836,0.007116
30,0.389915,18.625919,0.389626,18.612136,0.013786
31,0.000000,0.000000,13.630000,10.870000,0.000100
32,-0.830112,-12.131633,-0.829501,-12.122704,0.008950
33,-0.028000,0.132980,-13.059650,0.529986,13.037696
34,-6.685428,11.032455,-6.680534,11.024379,0.009443
35,-14.453329,1.030237,-14.442778,1.029485,0.010578
36,-13.325262,-11.876864,-13.315561,-11.868218,0.012995
37,-0.007000,0.014000,-4.105798,7.572250,8.598098
38,0.000000,0.000000,-8.380000,-10.290000,0.000100
39,5.418063,-10.166366,5.414151,-10.159026,0.008317
40,0.364161,0.083997,10.750000,-12.040000,15.964240
41,0.000000,0.000000,-8.270000,-4.970000,0.000100
42,-1.258896,-11.300092,-1.257995,-11.292001,0.008141
43,-0.859698,-7.017537,-0.859084,-7.012526,0.005048
44,-1.909997,-5.539992,-1.908637,-5.536047,0.004172
45,-8.030404,6.240314,-8.024702,6.235883,0.007221
46,0.000000,0.000000,12.390000,4.960000,0.000100
47,0.000000,0.000000,-0.260000,8.200000,0.000100
48,12.109683,-0.499987,12.101157,-0.499635,0.008532
49,-17.052743,6.990627,-17.040772,6.985720,0.012938
50,8.534632,4.836958,8.528658,4.833572,0.006867
51,-14.713408,-12.084586,-14.703138,-12.076151,0.013290
52,-0.380052,-8.111101,-0.379787,-8.105456,0.005652
53,-2.508978,-12.714819,-2.507236,-12.705995,0.008994
54,-5.279696,9.979425,-5.276042,9.972519,0.007813
55,0.028000,-0.083997,12.189776,-0.209824,12.162427
