cycle,flow_id,node,planned_inbound_by_subflow,planned_inbound_by_mainflow
6,1,1,1,1
6,1,3,1,1
6,1,5,6,6
6,1,6,1,1
6,1,12,1,1
6,1,14,1,1
6,1,21,1,1
6,1,22,1,1
6,1,23,3,3
6,1,24,1,1
6,1,26,1,1
6,1,27,1,1
6,1,28,1,1
6,1,30,2,2
6,1,31,1,1
6,1,36,8,8
6,1,38,2,2
6,1,41,6,6
6,1,42,2,2
6,1,44,1,1
6,1,51,1,1
6,1,56,1,1
6,1,57,1,1
6,1,60,1,1
6,1,63,1,1
6,1,64,1,1
6,1,67,1,1
6,1,70,30,30
6,1,71,1,1
6,1,75,2,2
6,1,76,1,1
6,1,77,6,6
6,1,78,8,8
6,1,79,5,5
6,1,94,1,1
6,1,105,1,1
6,1,108,8,8
6,1,110,3,3
6,1,111,20,20
6,1,112,1,1
6,1,118,2,2
6,1,121,11,11
6,1,122,3,3
6,1,123,2,2
6,1,124,5,5
6,1,129,12,12
6,1,130,2,2
6,1,132,3,3
6,1,134,1,1
6,1,136,1,1
6,1,140,3,3
6,1,141,2,2
6,1,143,2,2
6,1,146,1,1
6,1,148,1,1
6,1,151,1,1
6,1,154,4,4
6,1,155,2,2
6,1,162,1,1
6,1,165,1,1
6,1,168,24,24
6,1,178,1,1
6,1,180,1,1
6,1,183,1,1
6,1,184,5,5
6,1,188,5,5
6,1,189,2,2
6,1,193,1,1
6,1,194,12,12
6,1,195,6,6
6,1,196,1,1
6,1,197,8,8
6,1,198,2,2
6,1,225,1,1
6,1,226,1,1
6,1,237,1,1
6,1,238,1,1
6,1,239,2,2
6,1,240,2,2
6,1,241,8,8
6,1,247,1,1
6,1,248,1,1
6,1,249,1,1
6,1,250,2,2
6,1,251,2,2
6,1,252,2,2
6,1,257,1,1
6,1,258,23,23
6,1,259,15,15
6,1,260,9,9
6,1,261,24,24
6,1,262,1,1
6,1,263,1,1
6,1,268,1,1
6,1,272,1,1
6,2,1,6,6
6,2,3,2,2
6,2,6,1,1
6,2,12,2,2
6,2,22,1,1
6,2,27,5,5
6,2,28,2,2
6,2,30,6,6
6,2,38,2,2
6,2,41,1,1
6,2,42,1,1
6,2,44,2,2
6,2,62,10,10
6,2,67,2,2
6,2,70,3,3
6,2,75,2,2
6,2,110,1,1
6,2,111,3,3
6,2,118,1,1
6,2,121,8,8
6,2,122,1,1
6,2,123,2,2
6,2,125,7,7
6,2,130,2,2
6,2,132,2,2
6,2,140,1,1
6,2,143,9,9
6,2,154,1,1
6,2,155,10,10
6,2,168,13,13
6,2,184,1,1
6,2,188,1,1
6,2,195,2,2
6,2,198,3,3
6,2,207,6,6
6,2,208,6,6
6,2,218,15,15
6,2,219,30,30
6,2,220,7,7
6,2,228,2,2
6,2,229,12,12
6,2,230,13,13
6,2,231,7,7
6,2,239,4,4
6,2,240,9,9
6,2,241,3,3
6,2,242,4,4
6,2,250,2,2
6,2,251,22,22
6,2,252,3,3
6,2,253,1,1
6,2,261,1,1
6,2,262,10,10
6,2,263,2,2
6,2,264,1,1
